61.7265625,50.89430144,2.167074934,4.613956303,7.137123746,32.5333314,5.202977927,27.79875759,1
134.9609375,58.11241831,-0.016642512,-0.415690419,4.735785953,24.65352737,6.325710117,43.99398293,0
64.921875,32.22858043,3.429072745,16.42133222,33.67056856,60.49110748,1.748564728,2.088555685,1
35.9296875,31.31772252,5.326209326,34.02114558,22.63461538,50.46831954,2.669580267,6.700530685,1
81.921875,37.05540813,0.734606908,2.742743228,1.62458194,12.46830219,11.86918524,184.4690652,0
85.5234375,36.69404006,0.73314856,2.476574339,1.95735786,18.37346734,10.4034065,114.392908,0
109.4921875,53.2901838,0.2528458,-0.319022964,4.132943144,25.89210734,6.741542034,46.83080307,0
79.3125,38.61443019,1.924103509,6.634948874,59.05936455,62.9745714,0.777976582,-0.332222475,1
163.4296875,43.74190704,-0.381954818,0.37433299,1.913879599,12.84933693,11.08968644,165.4244706,0
66.90625,44.57217418,2.491686945,6.426508686,20.9632107,53.43976058,2.621427166,6.054930195,1
36.125,31.345853,5.211433794,32.98051833,37.77591973,65.1733471,1.864177674,2.585144976,1
68.6640625,39.96077713,2.207951355,6.626120947,18.96070234,49.14829067,2.825848881,7.626327356,1
106.3359375,45.05002035,0.418645099,0.603995884,1.200668896,12.38856143,13.30645184,209.41199,0
104.1953125,43.84187827,0.000684543,0.271703878,1.359531773,11.03003657,14.14806512,264.4844761,0
132.4296875,49.90125931,-0.046486962,-0.126026759,6.084448161,32.48336944,5.829736357,33.84319291,0
36.0546875,28.02936758,5.399496575,34.82030536,20.06187291,50.06538719,2.853919688,7.851461412,1
125.4375,61.05987712,0.250845506,-1.077391056,12.51672241,44.76171271,3.609944226,11.92816347,0
35.625,29.1863624,5.49848826,36.53151479,40.31187291,66.1545436,1.526680228,1.366022367,1
105.3671875,44.84415219,0.406818295,0.274223887,6.287625418,33.41443244,5.533563572,30.05607098,1
125.4375,55.22181832,-0.306044841,-0.361281676,4.894648829,30.72296002,6.481707038,41.77998838,0
31.5078125,50.32503665,3.407176389,10.56814086,50.03762542,62.76227449,1.508049573,1.452347975,1
31.0859375,29.67901914,6.651450409,46.86685291,127.2458194,78.08266634,-0.137218605,-0.99087053,1
103.578125,45.16663754,0.552354568,0.777646322,21.82107023,51.1771769,2.398916373,4.759216603,1
62.796875,34.05266128,2.776799913,11.6846634,19.88879599,56.18345346,2.713191643,5.912275552,1
78.6796875,59.98905285,1.390636674,1.054357025,93.32608696,71.53114499,0.6668311,-0.807668128,1
122.4296875,46.2705501,0.475846882,0.417941941,3.872073579,26.40667018,7.3672044,55.66470708,0
47.6640625,25.22005568,4.65537107,34.56319921,21.15719064,59.45657228,2.803674044,6.495920635,1
110.2265625,39.06169296,0.205310999,1.590113963,2.513377926,17.17047093,8.520990655,85.42592747,1
119.1640625,47.39194574,0.080218949,-0.207418178,3.10367893,23.05299884,7.984051959,66.29706521,0
114.7109375,54.9329353,0.051931131,-0.309564258,1.906354515,13.38838137,10.0551101,134.7257925,0
87.2421875,38.58771382,0.561931793,1.843568379,3.102842809,19.876297,7.452943287,61.92557628,0
79.2421875,34.90203837,1.82505181,6.81001969,15.68394649,49.77085059,3.394243699,10.63539364,1
